Timestamp;fdb1;ref1
267000;0;0
268000;0;0
269000;0;0
270000;0;0
271000;0;0
272000;0;0
273000;0;0
274000;0;0
275000;0;0
276000;0;0
277000;0;0
278000;0;0
279000;0;0
280000;0;0
281000;0;0
282000;0;0
283000;0;0
284000;0;0
285000;0;0
286000;0;0
287000;0;0
288000;0;0
289000;0;0
290000;0;0
291000;0;0
292000;0;0
293000;0;0
294000;0;0
295000;0;0
296000;0;0
297000;0;0
298000;0;0
299000;0;0
300000;0;0
301000;0;0
302000;0;0
303000;0;0
304000;0;0
305000;0;0
306000;0;0
307000;0;0
308000;0;0
309000;0;0
310000;0;0
311000;0;0
312000;0;0
313000;0;0
314000;0;0
315000;0;0
316000;0;0
317000;0;0
318000;0;0
319000;0;0
320000;0;0
321000;0;0
322000;0;0
323000;0;0
324000;0;0
325000;0;0
326000;0;0
327000;0;0
328000;0;0
329000;0;0
330000;0;0
331000;0;0
332000;0;0
333000;0;0
334000;0;0
335000;0;0
336000;0;176
337000;0;177
338000;0;177
339000;0;177
340000;0;176
341000;0;176
342000;0;176
343000;0;176
344000;1;176
345000;0;176
346000;4;176
347000;4;176
348000;8;176
349000;8;176
350000;12;226
351000;12;227
352000;20;226
353000;20;226
354000;26;226
355000;26;226
356000;32;226
357000;33;226
358000;36;227
359000;36;226
360000;40;227
361000;40;226
362000;44;226
363000;44;226
364000;48;278
365000;48;278
366000;52;276
367000;52;276
368000;60;276
369000;60;276
370000;70;278
371000;71;276
372000;76;276
373000;76;276
374000;80;276
375000;80;276
376000;84;276
377000;86;278
378000;96;354
379000;96;354
380000;105;352
381000;105;354
382000;112;352
383000;113;354
384000;120;354
385000;120;354
386000;134;352
387000;132;352
388000;144;354
389000;144;354
390000;152;352
391000;154;354
392000;164;454
393000;164;454
394000;172;454
395000;172;454
396000;182;454
397000;180;454
398000;191;455
399000;191;455
400000;200;454
401000;200;454
402000;211;454
403000;210;454
404000;220;454
405000;220;454
406000;232;568
407000;232;568
408000;247;568
409000;246;568
410000;258;568
411000;259;569
412000;272;569
413000;272;568
414000;284;568
415000;284;568
416000;292;568
417000;294;568
418000;308;568
419000;308;568
420000;322;720
421000;322;720
422000;336;721
423000;336;720
424000;348;720
425000;348;721
426000;364;721
427000;364;721
428000;376;720
429000;376;721
430000;392;720
431000;393;720
432000;407;720
433000;407;720
434000;416;810
435000;416;808
436000;432;808
437000;432;808
438000;448;808
439000;448;808
440000;464;808
441000;464;808
442000;480;808
443000;481;808
444000;495;808
445000;494;808
446000;509;808
447000;508;808
448000;525;1176
449000;524;1176
450000;540;1176
451000;540;1177
452000;557;1176
453000;556;1176
454000;568;1176
455000;568;1176
456000;588;1176
457000;588;1176
458000;608;1176
459000;608;1176
460000;626;1176
461000;626;1176
462000;648;1454
463000;648;1454
464000;668;1456
465000;668;1456
466000;692;1454
467000;692;1454
468000;718;1454
469000;716;1454
470000;744;1454
471000;744;1454
472000;776;1456
473000;776;1456
474000;804;1455
475000;804;1455
476000;838;1734
477000;838;1732
478000;872;1732
479000;872;1732
480000;900;1732
481000;901;1732
482000;938;1732
483000;936;1732
484000;968;1732
485000;970;1734
486000;1004;1732
487000;1004;1732
488000;1040;1734
489000;1040;1734
490000;1077;2012
491000;1076;2012
492000;1114;2012
493000;1112;2012
494000;1148;2012
495000;1148;2012
496000;1188;2012
497000;1188;2012
498000;1226;2012
499000;1226;2012
500000;1260;2012
501000;1260;2012
502000;1304;2012
503000;1306;2012
504000;1342;2252
505000;1342;2252
506000;1382;2252
507000;1383;2252
508000;1420;2253
509000;1420;2252
510000;1456;2252
511000;1458;2253
512000;1503;2252
513000;1503;2252
514000;1540;2252
515000;1540;2252
516000;1582;2252
517000;1582;2254
518000;1620;2492
519000;1620;2492
520000;1656;2492
521000;1656;2494
522000;1696;2492
523000;1697;2492
524000;1732;2494
525000;1734;2492
526000;1772;2492
527000;1772;2492
528000;1812;2492
529000;1812;2492
530000;1848;2492
531000;1848;2492
532000;1892;2720
533000;1892;2720
534000;1928;2721
535000;1928;2720
536000;1965;2720
537000;1964;2720
538000;2004;2720
539000;2004;2720
540000;2044;2720
541000;2044;2721
542000;2080;2720
543000;2080;2720
544000;2116;2720
545000;2116;2720
546000;2154;2848
547000;2155;2848
548000;2190;2848
549000;2190;2848
550000;2224;2848
551000;2224;2848
552000;2258;2848
553000;2258;2848
554000;2291;2848
555000;2291;2848
556000;2325;2848
557000;2325;2848
558000;2356;2848
559000;2356;2848
560000;2389;3176
561000;2388;3178
562000;2419;3176
563000;2419;3176
564000;2448;3176
565000;2448;3176
566000;2477;3176
567000;2477;3176
568000;2508;3177
569000;2508;3176
570000;2541;3176
571000;2540;3176
572000;2576;3176
573000;2576;3176
574000;2604;3342
575000;2604;3340
576000;2632;3340
577000;2632;3340
578000;2664;3340
579000;2664;3340
580000;2696;3340
581000;2696;3342
582000;2734;3342
583000;2734;3342
584000;2764;3340
585000;2764;3340
586000;2798;3340
587000;2798;3340
588000;2828;3442
589000;2828;3443
590000;2854;3444
591000;2854;3444
592000;2887;3442
593000;2887;3442
594000;2918;3442
595000;2918;3442
596000;2948;3442
597000;2948;3442
598000;2972;3443
599000;2972;3442
600000;3000;3442
601000;3000;3442
602000;3030;3480
603000;3028;3480
604000;3056;3480
605000;3056;3480
606000;3085;3480
607000;3085;3480
608000;3110;3480
609000;3111;3480
610000;3132;3480
611000;3132;3480
612000;3155;3480
613000;3154;3480
614000;3176;3480
615000;3176;3480
616000;3197;3480
617000;3196;3481
618000;3216;3481
619000;3216;3481
620000;3233;3481
621000;3233;3480
622000;3252;3480
623000;3252;3480
624000;3268;3480
625000;3268;3481
626000;3282;3480
627000;3282;3480
628000;3296;3480
629000;3296;3480
630000;3305;3380
631000;3305;3380
632000;3316;3378
633000;3316;3378
634000;3328;3379
635000;3328;3378
636000;3338;3378
637000;3338;3378
638000;3344;3378
639000;3344;3379
640000;3352;3380
641000;3352;3380
642000;3356;3378
643000;3358;3378
644000;3360;3100
645000;3361;3101
646000;3360;3100
647000;3362;3101
648000;3360;3100
649000;3360;3100
650000;3360;3100
651000;3361;3100
652000;3356;3100
653000;3356;3100
654000;3348;3102
655000;3348;3102
656000;3341;3100
657000;3341;3100
658000;3327;2860
659000;3327;2860
660000;3314;2860
661000;3312;2860
662000;3296;2860
663000;3296;2860
664000;3278;2860
665000;3278;2860
666000;3256;2860
667000;3256;2860
668000;3236;2860
669000;3236;2860
670000;3220;2861
671000;3220;2860
672000;3204;2592
673000;3204;2592
674000;3186;2594
675000;3184;2592
676000;3165;2592
677000;3164;2592
678000;3140;2592
679000;3140;2594
680000;3114;2592
681000;3114;2594
682000;3078;2592
683000;3079;2592
684000;3048;2592
685000;3048;2592
686000;3016;2300
687000;3016;2302
688000;2984;2300
689000;2986;2300
690000;2956;2302
691000;2956;2303
692000;2924;2303
693000;2924;2302
694000;2894;2302
695000;2894;2302
696000;2860;2302
697000;2860;2302
698000;2824;2300
699000;2826;2302
700000;2784;2010
701000;2784;2010
702000;2746;2012
703000;2746;2012
704000;2712;2011
705000;2712;2010
706000;2676;2010
707000;2676;2010
708000;2638;2012
709000;2638;2012
710000;2600;2010
711000;2600;2010
712000;2556;2010
713000;2558;2010
714000;2520;1708
715000;2520;1708
716000;2482;1706
717000;2483;1706
718000;2442;1706
719000;2442;1706
720000;2404;1706
721000;2404;1706
722000;2360;1708
723000;2360;1708
724000;2318;1708
725000;2318;1708
726000;2276;1708
727000;2276;1708
728000;2236;1404
729000;2237;1404
730000;2194;1404
731000;2194;1404
732000;2150;1404
733000;2148;1404
734000;2108;1404
735000;2108;1404
736000;2066;1404
737000;2064;1404
738000;2020;1404
739000;2020;1404
740000;1977;1404
741000;1977;1404
742000;1930;1265
743000;1930;1264
744000;1884;1264
745000;1884;1265
746000;1842;1264
747000;1842;1264
748000;1802;1264
749000;1800;1265
750000;1758;1264
751000;1759;1266
752000;1717;1264
753000;1717;1265
754000;1676;1265
755000;1676;1264
756000;1636;884
757000;1636;884
758000;1600;885
759000;1600;885
760000;1563;884
761000;1562;884
762000;1523;886
763000;1522;886
764000;1486;886
765000;1486;884
766000;1448;886
767000;1450;884
768000;1410;886
769000;1410;884
770000;1372;682
771000;1372;682
772000;1330;683
773000;1328;682
774000;1292;682
775000;1292;682
776000;1256;682
777000;1256;682
778000;1221;682
779000;1220;682
780000;1180;682
781000;1180;682
782000;1136;682
783000;1136;682
784000;1100;504
785000;1100;504
786000;1060;506
787000;1062;504
788000;1030;504
789000;1031;506
790000;994;504
791000;995;504
792000;958;506
793000;958;506
794000;926;504
795000;926;506
796000;890;504
797000;888;504
798000;855;340
799000;855;340
800000;824;340
801000;824;340
802000;784;342
803000;786;342
804000;748;340
805000;748;340
806000;716;340
807000;718;342
808000;684;342
809000;685;340
810000;656;340
811000;656;340
812000;622;200
813000;622;200
814000;592;200
815000;592;200
816000;564;200
817000;564;200
818000;541;200
819000;541;202
820000;512;200
821000;512;200
822000;480;200
823000;480;200
824000;456;202
825000;456;200
826000;432;0
827000;432;0
828000;408;0
829000;408;0
830000;382;0
831000;383;0
832000;357;0
833000;357;0
834000;333;0
835000;332;0
836000;312;0
837000;312;0
838000;294;0
839000;294;0
840000;268;0
841000;270;0
842000;244;0
843000;245;0
844000;224;0
845000;224;0
846000;202;0
847000;202;0
848000;182;0
849000;182;0
850000;161;0
851000;160;0
852000;140;0
853000;141;0
854000;123;0
855000;123;0
856000;104;0
857000;104;0
858000;88;0
859000;88;0
860000;74;0
861000;75;0
862000;61;0
863000;60;0
864000;48;0
865000;48;0
866000;38;0
867000;39;0
868000;30;0
869000;30;0
870000;20;0
871000;20;0
872000;12;0
873000;12;0
874000;4;0
875000;4;0
876000;-2;0
877000;-4;0
878000;-8;0
879000;-7;0
880000;-12;0
881000;-12;0
882000;-16;0
883000;-16;0
884000;-20;0
885000;-20;0
886000;-24;0
887000;-24;0
888000;-24;0
889000;-24;0
890000;-26;0
891000;-26;0
892000;-26;0
893000;-25;0
894000;-26;0
895000;-28;0
896000;-27;0
897000;-27;0
898000;-27;0
899000;-27;0
900000;-28;0
901000;-28;0
902000;-28;0
903000;-27;0
904000;-28;0
905000;-28;0
906000;-28;0
907000;-28;0
908000;-28;0
909000;-28;0
910000;-28;0
911000;-28;0
912000;-29;0
913000;-29;0
914000;-29;0
915000;-30;0
916000;-30;0
917000;-29;0
918000;-28;0
919000;-28;0
920000;-25;0
921000;-25;0
922000;-23;0
923000;-23;0
924000;-20;0
925000;-20;0
926000;-18;0
927000;-18;0
928000;-16;0
929000;-16;0
930000;-12;0
931000;-12;0
932000;-10;0
933000;-10;0
934000;-8;0
935000;-8;0
936000;-4;0
937000;-4;0
938000;-2;0
939000;-4;0
940000;0;0
941000;0;0
942000;0;0
943000;0;0
944000;2;0
945000;2;0
946000;4;0
947000;4;0
948000;4;0
949000;4;0
950000;4;0
951000;4;0
952000;2;0
953000;2;0
954000;0;0
955000;0;0
956000;0;0
957000;0;0
958000;0;0
959000;0;0
960000;-2;0
961000;-1;0
962000;-4;0
963000;-4;0
964000;-4;0
965000;-4;0
966000;-4;0
967000;-4;0
968000;-4;0
969000;-4;0
970000;-4;0
971000;-4;0
972000;-2;0
973000;-4;0
974000;-1;0
975000;-2;0
976000;0;0
977000;0;0
978000;0;0
979000;0;0
980000;0;0
981000;0;0
982000;0;0
983000;0;0
984000;0;0
985000;0;0
986000;0;0
987000;0;0
988000;0;0
989000;0;0
990000;0;0
991000;0;0
992000;0;0
993000;0;0
994000;-2;0
995000;-2;0
996000;-2;0
997000;-2;0
998000;-1;0
999000;-2;0
1000000;-1;0
1001000;-2;0
1002000;-2;0
1003000;-2;0
1004000;0;0
1005000;0;0
1006000;0;0
1007000;0;0
1008000;0;0
1009000;0;0
1010000;0;0
1011000;0;0
1012000;0;0
1013000;0;0
1014000;0;0
1015000;0;0
1016000;1;0
1017000;0;0
1018000;0;0
1019000;0;0
1020000;0;0
1021000;0;0
1022000;0;0
1023000;0;0
1024000;0;0
1025000;0;0
1026000;-2;0
1027000;-2;0
1028000;-2;0
1029000;-4;0
1030000;-4;0
1031000;-4;0
1032000;-4;0
1033000;-4;0
1034000;-4;0
1035000;-2;0
1036000;-2;0
1037000;-2;0
1038000;-2;0
1039000;-2;0
1040000;0;0
1041000;0;0
1042000;0;0
1043000;0;0
1044000;0;0
1045000;0;0
1046000;0;0
1047000;0;0
1048000;0;0
1049000;0;0
1050000;0;0
1051000;0;0
1052000;0;0
1053000;0;0
1054000;0;0
1055000;0;0
1056000;0;0
1057000;0;0
1058000;0;0
1059000;0;0
1060000;0;0
1061000;0;0
1062000;0;0
1063000;0;0
1064000;0;240
1065000;0;240
1066000;0;240
1067000;0;240
1068000;0;240
1069000;0;240
1070000;0;240
1071000;0;240
1072000;2;240
1073000;3;240
1074000;6;240
1075000;4;240
1076000;11;240
1077000;10;240
1078000;16;468
1079000;16;468
1080000;22;468
1081000;23;468
1082000;30;468
1083000;31;468
1084000;36;468
1085000;38;468
1086000;49;468
1087000;49;468
1088000;64;468
1089000;64;468
1090000;80;468
1092000;98;796
1093000;98;796
1094000;120;797
1095000;120;796
1096000;139;797
1097000;139;796
1098000;148;796
1099000;148;796
1100000;158;797
1101000;158;796
1102000;176;796
1103000;178;797
1104000;200;796
1105000;200;796
1106000;224;1152
1107000;224;1152
1108000;246;1150
1109000;246;1150
1110000;268;1152
1111000;268;1152
1112000;296;1151
1113000;296;1150
1114000;327;1151
1115000;326;1150
1116000;360;1151
1117000;360;1150
1118000;392;1150
1119000;393;1150
1120000;424;1340
1121000;424;1340
1122000;464;1340
1123000;464;1340
1124000;500;1340
1125000;500;1342
1126000;532;1340
1127000;532;1340
1128000;574;1340
1129000;575;1342
1130000;616;1340
1131000;616;1340
1132000;658;1342
1133000;656;1340
1134000;700;1696
1135000;700;1696
1136000;742;1696
1137000;742;1696
1138000;782;1696
1139000;782;1696
1140000;822;1696
1141000;822;1696
1142000;866;1696
1143000;866;1696
1144000;908;1696
1145000;908;1696
1146000;950;1696
1147000;950;1696
1148000;993;2038
1149000;992;2038
1150000;1038;2038
1151000;1036;2036
1152000;1082;2038
1153000;1083;2038
1154000;1121;2038
1155000;1120;2038
1156000;1164;2038
1157000;1164;2036
1158000;1212;2038
1159000;1212;2036
1160000;1256;2038
1161000;1256;2036
1162000;1300;2620
1163000;1300;2620
1164000;1342;2620
1165000;1343;2620
1166000;1382;2620
1167000;1383;2620
1168000;1429;2620
1169000;1428;2620
1170000;1476;2620
1171000;1476;2620
1172000;1534;2620
1173000;1532;2620
1174000;1584;2621
1175000;1584;2620
1176000;1636;3012
1177000;1637;3012
1178000;1688;3012
1179000;1688;3012
1180000;1740;3012
1181000;1740;3012
1182000;1800;3012
1183000;1800;3012
1184000;1848;3012
1185000;1848;3012
1186000;1904;3012
1187000;1904;3012
1188000;1960;3012
1189000;1960;3012
1190000;2018;3380
1191000;2019;3380
1192000;2080;3381
1193000;2080;3380
1194000;2136;3380
1195000;2136;3380
1196000;2192;3380
1197000;2193;3380
1198000;2248;3380
1199000;2249;3380
1200000;2308;3381
1201000;2310;3380
1202000;2378;3380
1203000;2376;3380
1204000;2440;3684
1205000;2440;3684
1206000;2496;3684
1207000;2496;3684
1208000;2562;3684
1209000;2560;3684
1210000;2626;3684
1211000;2624;3684
1212000;2694;3684
1213000;2692;3684
1214000;2752;3684
1215000;2752;3684
1216000;2812;3682
1217000;2812;3682
1218000;2868;3884
1219000;2870;3884
1220000;2926;3884
1221000;2926;3884
1222000;2986;3884
1223000;2987;3886
1224000;3038;3886
1225000;3038;3886
1226000;3092;3886
1227000;3092;3884
1228000;3139;3886
1229000;3138;3886
1230000;3188;3884
1231000;3188;3886
1232000;3236;3986
1233000;3236;3986
1234000;3284;3986
1235000;3284;3986
1236000;3326;3984
1237000;3324;3984
1238000;3367;3984
1239000;3366;3984
1240000;3408;3986
1241000;3408;3986
1242000;3448;3984
1243000;3448;3984
1244000;3485;3986
1245000;3484;3984
1246000;3520;3972
1247000;3520;3972
1248000;3554;3972
1249000;3554;3972
1250000;3586;3974
1251000;3586;3974
1252000;3616;3974
1253000;3616;3974
1254000;3643;3974
1255000;3642;3974
1256000;3666;3972
1257000;3667;3972
1258000;3690;3973
1259000;3690;3972
1260000;3712;3858
1261000;3712;3858
1262000;3730;3858
1263000;3730;3858
1264000;3748;3860
1265000;3749;3860
1266000;3764;3859
1267000;3765;3858
1268000;3777;3858
1269000;3777;3858
1270000;3788;3856
1271000;3788;3856
1272000;3794;3856
1273000;3794;3856
1274000;3800;3706
1275000;3800;3706
1276000;3808;3708
1277000;3808;3708
1278000;3808;3706
1279000;3810;3706
1280000;3808;3704
1281000;3808;3704
1282000;3806;3704
1283000;3807;3704
1284000;3804;3706
1285000;3804;3706
1286000;3800;3704
1287000;3800;3706
1288000;3793;3564
1289000;3792;3564
1290000;3783;3568
1291000;3782;3568
1292000;3772;3566
1293000;3772;3564
1294000;3762;3566
1295000;3762;3566
1296000;3754;3566
1297000;3754;3566
1298000;3750;3566
1299000;3751;3567
1300000;3747;3564
1301000;3747;3564
1302000;3736;3464
1303000;3737;3464
1304000;3728;3464
1305000;3729;3464
1306000;3716;3466
1307000;3716;3464
1308000;3702;3464
1309000;3702;3464
1310000;3686;3464
1311000;3684;3466
1312000;3668;3464
1313000;3668;3466
1314000;3650;3466
1315000;3650;3464
1316000;3632;3452
1317000;3632;3452
1318000;3611;3453
1319000;3610;3452
1320000;3593;3452
1321000;3593;3452
1322000;3575;3452
1323000;3574;3452
1324000;3558;3452
1325000;3556;3452
1326000;3544;3452
1327000;3544;3452
1328000;3529;3453
1329000;3529;3452
1330000;3514;3542
1331000;3512;3542
1332000;3496;3540
1333000;3496;3540
1334000;3484;3540
1335000;3484;3540
1336000;3472;3540
1337000;3472;3540
1338000;3460;3542
1339000;3461;3540
1340000;3448;3542
1341000;3448;3540
1342000;3440;3542
1343000;3440;3542
1344000;3432;3770
1345000;3432;3770
1346000;3424;3770
1347000;3424;3770
1348000;3419;3770
1349000;3418;3770
1350000;3415;3771
1351000;3414;3770
1352000;3412;3770
1353000;3412;3770
1354000;3412;3770
1355000;3412;3770
1356000;3418;3770
1357000;3418;3770
1358000;3424;4112
1359000;3424;4112
1360000;3434;4113
1361000;3432;4112
1362000;3444;4112
1363000;3444;4112
1364000;3454;4114
1365000;3454;4112
1366000;3470;4114
1367000;3471;4114
1368000;3491;4112
1369000;3490;4112
1370000;3508;4114
1371000;3508;4112
1372000;3520;4506
1373000;3520;4506
1374000;3532;4507
1375000;3532;4506
1376000;3550;4506
1377000;3550;4506
1378000;3571;4506
1379000;3571;4506
1380000;3597;4508
1381000;3596;4508
1382000;3632;4508
1383000;3632;4508
1384000;3664;4508
1385000;3666;4508
1386000;3699;4876
1387000;3699;4876
1388000;3728;4876
1389000;3729;4876
1390000;3761;4876
1391000;3760;4876
1392000;3802;4876
1393000;3802;4876
1394000;3844;4876
1395000;3844;4876
1396000;3891;4878
1397000;3890;4876
1398000;3936;4877
1399000;3937;4877
1400000;3980;5204
1401000;3980;5204
1402000;4028;5204
1403000;4028;5206
1404000;4076;5208
1405000;4076;5208
1406000;4124;5208
1407000;4124;5208
1408000;4172;5206
1409000;4172;5206
1410000;4218;5208
1411000;4218;5208
1412000;4263;5206
1413000;4262;5206
1414000;4304;5448
1415000;4304;5448
1416000;4342;5448
1417000;4343;5448
1418000;4380;5446
1419000;4382;5446
1420000;4416;5448
1421000;4418;5449
1422000;4450;5448
1423000;4450;5448
1424000;4480;5448
1425000;4480;5448
1426000;4506;5448
1427000;4506;5448
1428000;4532;5550
1429000;4532;5548
1430000;4556;5548
1431000;4556;5548
1432000;4580;5550
1433000;4580;5550
1434000;4598;5548
1435000;4598;5548
1436000;4616;5548
1437000;4616;5550
1438000;4634;5550
1439000;4635;5550
1440000;4648;5548
1441000;4648;5548
1442000;4660;5686
1443000;4660;5687
1444000;4672;5687
1445000;4674;5686
1446000;4684;5684
1447000;4684;5686
1448000;4692;5684
1449000;4692;5684
1450000;4701;5684
1451000;4700;5684
1452000;4706;5684
1453000;4706;5686
1454000;4712;5685
1455000;4712;5684
1456000;4716;5684
1457000;4716;5684
1458000;4720;5684
1459000;4720;5684
1460000;4723;5684
1461000;4723;5684
1462000;4724;5684
1463000;4724;5684
1464000;4728;5684
1465000;4728;5684
1466000;4728;5684
1467000;4728;5684
1468000;4732;5684
1469000;4732;5684
1470000;4735;5480
1471000;4734;5480
1472000;4736;5479
1473000;4736;5478
1474000;4736;5478
1475000;4736;5476
1476000;4736;5478
1477000;4736;5478
1478000;4737;5479
1479000;4736;5478
1480000;4736;5478
1481000;4737;5478
1482000;4736;5478
1483000;4736;5478
1484000;4740;5338
1485000;4740;5338
1486000;4740;5340
1487000;4741;5340
1488000;4740;5340
1489000;4740;5340
1490000;4740;5336
1491000;4740;5336
1492000;4742;5336
1493000;4743;5336
1494000;4744;5338
1495000;4744;5338
1496000;4748;5336
1497000;4748;5336
1498000;4750;4680
1499000;4750;4680
1500000;4750;4680
1501000;4750;4680
1502000;4752;4680
1503000;4752;4680
1504000;4756;4679
1505000;4756;4678
1506000;4756;4680
1507000;4756;4680
1508000;4760;4678
1509000;4760;4678
1510000;4764;4680
1511000;4764;4681
1512000;4768;4099
1513000;4768;4099
1514000;4770;4098
1515000;4768;4098
1516000;4772;4099
1517000;4772;4098
1518000;4772;4098
1519000;4772;4099
1520000;4772;4098
1521000;4772;4098
1522000;4760;4099
1523000;4760;4098
1524000;4744;4098
1525000;4744;4098
1526000;4725;3492
1527000;4724;3492
1528000;4696;3492
1529000;4696;3492
1530000;4664;3491
1531000;4664;3490
1532000;4631;3492
1533000;4630;3492
1534000;4592;3492
1535000;4592;3492
1536000;4544;3492
1537000;4544;3492
1538000;4490;3492
1539000;4490;3492
1540000;4432;2922
1541000;4432;2922
1542000;4372;2922
1543000;4372;2922
1544000;4314;2924
1545000;4314;2924
1546000;4254;2924
1547000;4252;2924
1548000;4188;2924
1549000;4188;2924
1550000;4118;2924
1551000;4119;2924
1552000;4044;2922
1553000;4044;2922
1554000;3979;2644
1555000;3978;2644
1556000;3912;2645
1557000;3912;2645
1558000;3844;2644
1559000;3844;2645
1560000;3772;2644
1561000;3772;2644
1562000;3696;2644
1563000;3696;2644
1564000;3628;2645
1565000;3629;2645
1566000;3560;2644
1567000;3560;2644
1568000;3496;2644
1569000;3496;2644
1570000;3430;2644
1571000;3430;2644
1572000;3361;2644
1573000;3361;2644
1574000;3296;2644
1575000;3296;2645
1576000;3235;2644
1577000;3234;2644
1578000;3176;2644
1579000;3176;2644
1580000;3120;2646
1581000;3120;2646
1582000;3064;1366
1583000;3064;1366
1584000;3012;1366
1585000;3012;1367
1586000;2962;1366
1587000;2962;1366
1588000;2912;1366
1589000;2912;1367
1590000;2858;1367
1591000;2856;1367
1592000;2791;1366
1593000;2791;1366
1594000;2728;1366
1595000;2729;1366
1596000;2664;974
1597000;2664;974
1598000;2592;975
1599000;2592;974
1600000;2516;974
1601000;2516;972
1602000;2430;972
1603000;2430;972
1604000;2348;974
1605000;2348;974
1606000;2268;974
1607000;2268;974
1608000;2188;972
1609000;2188;972
1610000;2108;644
1611000;2108;644
1612000;2020;644
1613000;2020;645
1614000;1939;644
1615000;1939;644
1616000;1860;645
1617000;1860;644
1618000;1781;644
1619000;1780;644
1620000;1700;645
1621000;1702;645
1622000;1616;644
1623000;1616;645
1624000;1538;405
1625000;1538;404
1626000;1465;405
1627000;1465;405
1628000;1394;404
1629000;1394;404
1630000;1320;404
1631000;1320;404
1632000;1244;404
1633000;1244;404
1634000;1176;404
1635000;1176;404
1636000;1110;404
1637000;1110;404
1638000;1048;240
1639000;1048;240
1640000;988;240
1641000;988;240
1642000;920;240
1643000;920;240
1644000;862;240
1645000;862;240
1646000;808;240
1647000;809;240
1648000;750;240
1649000;748;240
1650000;700;240
1651000;700;240
1652000;644;138
1653000;644;139
1654000;596;138
1655000;596;139
1656000;550;138
1657000;551;138
1658000;510;138
1659000;510;138
